buy_ts,uid,n_pedidos
2017-10,7154162439536854347,1
2017-10,7154170190483703549,1
2017-10,7154751365333062713,1
2017-10,7157290411393044794,1
2017-10,7157877768384722268,1
2017-10,7159046031078267112,1
2017-10,7165365419733196095,1
2017-10,7169167940171034246,1
2017-10,7169714812948867426,1
2017-10,7174643406620931370,1
2017-10,7175245429858149946,1
2017-10,7176742277127229505,1
2017-10,7180015197338774581,1
2017-10,7180510701960776763,1
2017-10,7183783768312256289,1
2017-10,7184766026653670773,1
2017-10,7186617665267945198,1
2017-10,7186795736716183569,1
2017-10,7191369566745256616,1
2017-10,7192357291194189300,1
2017-10,7196764118219350282,1
2017-10,7204371909139266679,1
2017-10,7206620105057985551,1
2017-10,7215061940309034612,1
2017-10,7216442844103160885,1
2017-10,7227098288397452845,1
2017-10,7239555705221924833,1
2017-10,7241800382209370494,1
2017-10,7241987559206396236,1
2017-10,7244177912080597752,1
2017-10,7250218239030561024,1
2017-10,7250920226318327621,1
2017-10,7251094407534606523,1
2017-10,7256919407528255793,1
2017-10,7257667177659691036,1
2017-10,7262033163220136597,1
2017-10,7279673857859480802,1
2017-10,7287524622054674280,1
2017-10,7288211969745181093,1
2017-10,7292110998575918342,1
2017-10,7295932301591890347,1
2017-10,7303230612059292330,1
2017-10,7310565614555874558,1
2017-10,7311529562518356091,1
2017-10,7317018949447031206,1
2017-10,7320053874432677225,2
2017-10,7321762150268391065,1
2017-10,7324356062355300437,1
2017-10,7330115073081469904,1
2017-10,7331677278195182556,1
2017-10,7333734561183903634,2
2017-10,7337728156372133827,1
2017-10,7349948469057995381,1
2017-10,7354871262036253468,1
2017-10,7355107794031262350,1
2017-10,7358976485213746170,1
2017-10,7366163363099000002,1
2017-10,7371980134935748083,1
2017-10,7372572972146693815,1
2017-10,7374188215194626364,1
2017-10,7382234439959296001,1
2017-10,7382871961801142088,1
2017-10,7386782651705000032,1
2017-10,7394561886209098472,1
2017-10,7394848367294612298,1
2017-10,7400036296621605355,1
2017-10,7400211533076146790,1
2017-10,7404477917460572476,1
2017-10,7405835621261885575,1
2017-10,7416026209257614993,1
2017-10,7427373376045567361,1
2017-10,7441399303453084996,3
2017-10,7444260660225175359,1
2017-10,7453904360732649951,1
2017-10,7457406656127953930,2
2017-10,7459422840375616878,1
2017-10,7459754498770882117,1
2017-10,7461471446137218593,1
2017-10,7463077841044712730,1
2017-10,7470003911231051702,1
2017-10,7470569224411727177,1
2017-10,7486805522830076635,1
2017-10,7486831296002298719,1
2017-10,7489995936610349227,1
2017-10,7492831686632381052,1
2017-10,7495041021992534498,1
2017-10,7495100788952644241,1
2017-10,7495556819227096398,1
2017-10,7497733467128735261,1
2017-10,7498221177889488541,1
2017-10,7501487377625548702,1
2017-10,7504453599634854067,1
2017-10,7508657573153870904,4
2017-10,7511219272301456850,1
2017-10,7513495123816067578,1
2017-10,7513829652116930207,1
2017-10,7516318622302908198,3
2017-10,7519650210753410332,1
2017-10,7524508366953656366,1
2017-10,7524756109594032566,1
2017-10,7525292356488670245,1
2017-10,7525557876484600578,1
2017-10,7525889116734354753,1
2017-10,7526784953427691053,1
2017-10,7536590740030728199,1
2017-10,7541552365252115878,1
2017-10,7547368141444779024,1
2017-10,7562800805167911278,1
2017-10,7564107831644381315,1
2017-10,7568199812782911969,1
2017-10,7574942483105757421,1
2017-10,7582562635370138508,1
2017-10,7583555477462505274,1
2017-10,7585684094054913477,1
2017-10,7590241525750347459,1
2017-10,7596524478671872764,1
2017-10,7596605883133737867,1
2017-10,7600325810368485252,1
2017-10,7603590231981041963,2
2017-10,7605206896079655425,1
2017-10,7609322394694236068,1
2017-10,7611571101796206396,1
2017-10,7613722948952439089,1
2017-10,7617182246734885612,3
2017-10,7623179385297601958,1
2017-10,7623408930064343951,1
2017-10,7628753007096241475,1
2017-10,7630083920983546773,1
2017-10,7632435683651344577,1
2017-10,7636417116460099198,1
2017-10,7640689014741673789,1
2017-10,7647664619490457367,2
2017-10,7650846579140475360,1
2017-10,7651151359930661400,1
2017-10,7665589754535220172,1
2017-10,7666463180963892879,4
2017-10,7671107881442331156,1
2017-10,7675561073749611719,1
2017-10,7677338303216610806,1
2017-10,7680492137711385518,1
2017-10,7681053583481866892,1
2017-10,7684968522964059287,1
2017-10,7688487000314918611,1
2017-10,7689922013769814757,1
2017-10,7691292384376342881,1
2017-10,7692755468303545900,1
2017-10,7696154343002843714,1
2017-10,7699208955460676937,1
2017-10,7703603112684929652,1
2017-10,7704730319693060397,1
2017-10,7707921905959627831,1
2017-10,7711226294578768408,1
2017-10,7712205861899864774,1
2017-10,7715291901507804176,1
2017-10,7715450990913720305,1
2017-10,7716276059946255433,1
2017-10,7720678824384721858,1
2017-10,7727703953039950335,1
2017-10,7727974265144844272,1
2017-10,7729025177321604490,1
2017-10,7732541956411309555,1
2017-10,7732741578724678112,1
2017-10,7735618134512400502,1
2017-10,7737606562923103344,1
2017-10,7742017932618571786,1
2017-10,7744410643808587193,2
2017-10,7744460858199452478,1
2017-10,7745773937892103498,1
2017-10,7756659539106036601,1
2017-10,7757338735103561336,1
2017-10,7757686409494821611,1
2017-10,7764233344866164763,1
2017-10,7768776103429129540,1
2017-10,7769659156507598182,1
2017-10,7775129292148934071,1
2017-10,7779198498311024447,1
2017-10,7787744130146724761,1
2017-10,7789404003706673010,2
2017-10,7792828761128886325,1
2017-10,7797863418984592589,1
2017-10,7804053043248598609,1
2017-10,7804797682055239603,4
2017-10,7818796244848031901,1
2017-10,7819175770820599723,2
2017-10,7824102256504473028,1
2017-10,7825912306382487250,1
2017-10,7831275357830030216,1
2017-10,7835171303614033180,1
2017-10,7838073034260992102,1
2017-10,7841898703408007917,1
2017-10,7842467932375363190,1
2017-10,7858695442876320457,1
2017-10,7860997474087147579,1
2017-10,7869915773701605312,1
2017-10,7872409092416642926,1
2017-10,7875894594343134612,1
2017-10,7876202976192023540,1
2017-10,7880336082721350793,1
2017-10,7884024283498110572,1
2017-10,7884416087569019448,1
2017-10,7886669658848082235,1
2017-10,7889359420330288247,1
2017-10,7889783905914187820,1
2017-10,7893111783128339917,1
2017-10,7903539119891626622,1
2017-10,7905631629568234559,1
2017-10,7911362206611111184,1
2017-10,7919624638835475099,1
2017-10,7927308866311995092,1
2017-10,7929176313983428850,1
2017-10,7931046979449874465,1
2017-10,7933481808625540371,1
2017-10,7936459268627597315,3
2017-10,7939133579462902897,1
2017-10,7939196266248361606,1
2017-10,7940168084242017011,1
2017-10,7953192373000199965,1
2017-10,7956935975699921638,1
2017-10,7963963155401781220,1
2017-10,7968005176945165350,2
2017-10,7969245358585471112,2
2017-10,7974537010808660502,1
2017-10,7975976584710135085,1
2017-10,7980264349796914335,1
2017-10,7983174746332826607,1
2017-10,7985850755819014732,1
2017-10,7987617370345224344,2
2017-10,7994131728569375125,1
2017-10,7996335821389481961,1
2017-10,7996919359834698737,1
2017-10,7998732975128654776,1
2017-10,8004771811215748231,1
2017-10,8009292042067968914,1
2017-10,8012355115716576241,1
2017-10,8013487899233714004,1
2017-10,8014385272436709985,1
2017-10,8018115440989948947,1
2017-10,8033006405570428675,2
2017-10,8036027920325418789,1
2017-10,8038627570812266657,1
2017-10,8038964604520362528,1
2017-10,8041530204643745109,1
2017-10,8043196579215682655,1
2017-10,8043506903035594289,1
2017-10,8049105132927085982,1
2017-10,8050826938070906355,1
2017-10,8055467366229201290,1
2017-10,8056418121947262981,3
2017-10,8056818508751220194,1
2017-10,8062649153540729661,1
2017-10,8087562959793023339,1
2017-10,8092454651181049913,1
2017-10,8095364771500897206,1
2017-10,8097459152264840001,1
2017-10,8103239916850726503,1
2017-10,8103369914155426024,2
2017-10,8105596796650390292,1
2017-10,8106704914757275229,1
2017-10,8108218817267418197,1
2017-10,8111316168112804696,1
2017-10,8117524656865808260,1
2017-10,8119571833149781819,1
2017-10,8133010201880666391,1
2017-10,8134871192747855795,1
2017-10,8136490843274634563,1
2017-10,8139022135298460750,10
2017-10,8147297280187363743,1
2017-10,8148804254002771712,1
2017-10,8153968809439897244,1
2017-10,8165748420513002263,2
2017-10,8173701393235439892,1
2017-10,8179387768952492890,1
2017-10,8179392476565644323,1
2017-10,8179494839003322740,1
2017-10,8181984473500831812,1
2017-10,8196333988650288931,1
2017-10,8201767081491225182,1
2017-10,8210551776928198535,1
2017-10,8211180112370244213,4
2017-10,8217217410189421605,1
2017-10,8225240321258881669,1
2017-10,8225768733148340084,1
2017-10,8226238309603982749,1
2017-10,8227041086938783654,1
2017-10,8229477921960694832,1
2017-10,8240484046006774556,1
2017-10,8241452217419437907,2
2017-10,8245782048571676569,1
2017-10,8256330091076836148,1
2017-10,8259580450133674391,1
2017-10,8268850455863869720,1
2017-10,8270812104398401708,1
2017-10,8271258681095731680,1
2017-10,8271501137413665000,2
2017-10,8280887203497050187,1
2017-10,8281569409945032102,1
2017-10,8302870791838581466,1
2017-10,8319603974342519229,1
2017-10,8328665572767798377,1
2017-10,8333229279882023303,1
2017-10,8336473363965778863,1
2017-10,8347456622644842431,1
2017-10,8349811861224405964,1
2017-10,8351360365114203480,3
2017-10,8361998433131866089,1
2017-10,8367362862492911187,1
2017-10,8374490821494816916,1
2017-10,8374670945133607218,1
2017-10,8385750365370188366,1
2017-10,8391026412362889270,1
2017-10,8392971477921384080,1
2017-10,8396608189782646377,1
2017-10,8400456983303539062,2
2017-10,8401412341823825929,1
2017-10,8405660595389749508,1
2017-10,8407775024512936090,1
2017-10,8411882270333458501,1
2017-10,8414525854235542402,1
2017-10,8415383608277341772,1
2017-10,8420926490591197156,1
2017-10,8430556482588143708,1
2017-10,8442381845359691869,1
2017-10,8443929732120654528,1
2017-10,8451891727752877236,1
2017-10,8468576643297174077,1
2017-10,8469161740075111204,1
2017-10,8471414191630192654,1
2017-10,8475344339651559753,1
2017-10,8483834426764801902,1
2017-10,8491560906151102856,1
2017-10,8493771531300118573,1
2017-10,8500654616238324483,1
2017-10,8501625565628326978,1
2017-10,8509592142685499758,1
2017-10,8513649583119942495,2
2017-10,8520257325416490124,1
2017-10,8523693212916185892,1
2017-10,8530256600744524471,2
2017-10,8535152109894852178,1
2017-10,8537857041910128909,1
2017-10,8539015707073391293,4
2017-10,8541454240280762530,1
2017-10,8543108309147862981,2
2017-10,8547000322407259043,1
2017-10,8549015856385640576,1
2017-10,8558082328444745262,2
2017-10,8569040049715317707,1
2017-10,8577606350410707752,2
2017-10,8583245053441210786,1
2017-10,8586513631942842785,1
2017-10,8587281834490358746,1
2017-10,8589013200208000618,1
2017-10,8597998974581853299,1
2017-10,8611290577378924719,1
2017-10,8613473017697114839,1
2017-10,8619381330879449115,1
2017-10,8622423329978425397,1
2017-10,8623145049273912036,1
2017-10,8625857619304139756,1
2017-10,8632810496880662367,1
2017-10,8635984145047287484,1
2017-10,8636700724239960908,1
2017-10,8640913707025690173,2
2017-10,8641832178341908216,1
2017-10,8641840172612614055,2
2017-10,8646282165208826674,1
2017-10,8653124789295099077,1
2017-10,8655997593883295115,1
2017-10,8657647112839396885,1
2017-10,8668632779569517477,1
2017-10,8674384262370380947,1
2017-10,8676438318878248331,1
2017-10,8685006770148990259,1
2017-10,8686487531340215591,1
2017-10,8698775477036704789,1
2017-10,8708321900225175908,1
2017-10,8713113600770887585,1
2017-10,8719192447866230569,3
2017-10,8721541886697181688,1
2017-10,8722343667451196429,1
2017-10,8724666805452914175,1
2017-10,8724771361680560339,1
2017-10,8728059361396139266,1
2017-10,8732180565772298755,2
2017-10,8743427045578634694,1
2017-10,8744554822143047053,1
2017-10,8747342559593944301,2
2017-10,8748133127951370091,1
2017-10,8752981988107810387,1
2017-10,8755584708020141414,1
2017-10,8765563209358616707,1
2017-10,8768628169281951423,2
2017-10,8773816769040245463,1
2017-10,8773910198590424156,1
2017-10,8774634485582238747,1
2017-10,8777673060570597834,1
2017-10,8779676785310623133,1
2017-10,8779962619223361290,1
2017-10,8780947967533999639,1
2017-10,8787007543901122020,1
2017-10,8791915610706173867,2
2017-10,8799621487155636894,1
2017-10,8803605526025254284,2
2017-10,8808177884503496635,1
2017-10,8831533467951869943,1
2017-10,8836502283223654161,1
2017-10,8840831208158182128,1
2017-10,8841360184476624321,1
2017-10,8842830046783522037,1
2017-10,8851619675775618036,1
2017-10,8852842720653932085,1
2017-10,8853114000335940720,1
2017-10,8854972106234588182,1
2017-10,8858004253870089895,1
2017-10,8862832320658430060,1
2017-10,8866243521984445805,1
2017-10,8884692237928173511,1
2017-10,8886129701803426875,1
2017-10,8891476403835086693,1
2017-10,8899847728611827888,1
2017-10,8907505524915573349,1
2017-10,8910078253443852631,1
2017-10,8916747736243765378,1
2017-10,8928799108235380564,1
2017-10,8931236011917004457,1
2017-10,8942813496439514083,3
2017-10,8946065674578828035,1
2017-10,8948757005840093124,1
2017-10,8950115161121068903,1
2017-10,8953966000479216101,1
2017-10,8956430612599420926,1
2017-10,8963218027801549352,1
2017-10,8964545476361898274,1
2017-10,8967663284553585966,1
2017-10,8971545286279478189,1
2017-10,8972610514215416225,1
2017-10,8978325978273575584,1
2017-10,8987097445334816462,1
2017-10,8987832955081261168,1
2017-10,9009125844964475273,1
2017-10,9013735957470537057,1
2017-10,9016018348633707637,1
2017-10,9019681082555518724,6
2017-10,9028307721967660631,1
2017-10,9032194728733423687,1
2017-10,9033287648143814909,1
2017-10,9039341343809839481,1
2017-10,9040769733283768484,1
2017-10,9041447444530771330,1
2017-10,9046171388121601163,1
2017-10,9050550757871340581,1
2017-10,9056802422512493094,1
2017-10,9057657414071441896,1
2017-10,9065714802582223547,1
2017-10,9093961929329932841,1
2017-10,9096467102497515603,3
2017-10,9101228601180393981,1
2017-10,9103092114296258300,2
2017-10,9103966622588051356,1
2017-10,9104622221804163567,1
2017-10,9104909978129371332,3
2017-10,9109122559750110773,1
2017-10,9112477125344635204,1
2017-10,9114619535048042867,1
2017-10,9120274768092586346,1
2017-10,9132059792415741751,1
2017-10,9134609374533545332,1
2017-10,9142723810735349183,1
2017-10,9148712152565357898,2
2017-10,9154607954906402048,1
2017-10,9165979153344195510,1
2017-10,9169996529190963585,2
2017-10,9172132276796166025,1
2017-10,9178869162069990207,1
2017-10,9180771653174548868,1
2017-10,9186700973987685996,1
2017-10,9189604317583173098,2
2017-10,9189980038883537084,1
2017-10,9196085510245374826,1
2017-10,9197922921341262758,1
2017-10,9206813555451620681,1
2017-10,9207991124558592275,2
2017-10,9210477182561665595,1
2017-10,9212318041372309012,1
2017-10,9217885539352954571,1
2017-10,9223707061355654945,1
2017-10,9228884966428062482,2
2017-10,9230134376586759901,1
2017-10,9237951752216053928,2
2017-10,9239923193658539058,1
2017-10,9240115963245583969,1
2017-10,9244989605845640723,1
2017-10,9245108256834495623,1
2017-10,9245413070423701448,1
2017-10,9247519520182928158,1
2017-10,9248863185138506744,2
2017-10,9254759961850738660,1
2017-10,9261863527561924638,1
2017-10,9271040633970438703,2
2017-10,9271457819242385082,1
2017-10,9276740164380779116,1
2017-10,9278818887170342903,1
2017-10,9288069841180339455,2
2017-10,9290586676786683903,1
2017-10,9290812368068333687,1
2017-10,9297273867711183973,1
2017-10,9300490945913320623,1
2017-10,9300833816824853965,1
2017-10,9302253051902280602,1
2017-10,9304031285506999698,1
2017-10,9325544273527433209,1
2017-10,9328504083990359721,1
2017-10,9331191970994045895,1
2017-10,9335387801855500470,1
2017-10,9335686423530950171,1
2017-10,9338507891549321417,1
2017-10,9339601809188569995,1
2017-10,9340480008609377255,1
2017-10,9340922498837367418,1
2017-10,9340945881963193674,1
2017-10,9341900912436415742,1
2017-10,9343120004639832335,1
2017-10,9344705494163301700,1
2017-10,9345727892143532553,1
2017-10,9348184150186433297,1
2017-10,9350222550141615484,1
2017-10,9350434536011803669,1
2017-10,9352800896211590380,1
2017-10,9366267731606201310,1
2017-10,9367757635095589952,2
2017-10,9371327277084050543,1
2017-10,9371396459328798425,1
2017-10,9372275963658824561,1
2017-10,9374722258219391990,2
2017-10,9378139656307612300,1
2017-10,9381574687530940907,1
2017-10,9387706611667293932,1
2017-10,9389947935056664336,1
2017-10,9391523552362317396,1
2017-10,9396567049410842196,1
2017-10,9397029928122126232,1
2017-10,9398193237476021260,1
2017-10,9398325770509223360,1
2017-10,9403180698365427246,1
2017-10,9405683366841290001,2
2017-10,9419370217043167984,1
2017-10,9420050223328394358,1
2017-10,9428922254457586768,1
2017-10,9429229076382701417,1
2017-10,9433603813521452266,1
2017-10,9434697920158400649,1
2017-10,9435513907728266194,1
2017-10,9437595104338779529,1
2017-10,9444218862802414667,1
2017-10,9446814858677088609,1
2017-10,9451059438021596943,1
2017-10,9454556366648692295,1
2017-10,9456205566209356690,1
2017-10,9457705905832543243,1
2017-10,9469829340310949539,1
2017-10,9471260089023528334,1
2017-10,9471430055027853356,1
2017-10,9478219790432435875,1
2017-10,9478288229585754901,1
2017-10,9478996543845685131,1
2017-10,9483687179046870000,1
2017-10,9486231796574325474,1
2017-10,9486656761408645061,1
2017-10,9492960627249837875,1
2017-10,9497460656076463664,1
2017-10,9500288804808729919,1
2017-10,9502403559613700472,2
2017-10,9504282974643563330,1
2017-10,9505125140352579698,1
2017-10,9505264890679494151,1
2017-10,9510894909538147627,1
2017-10,9514356475499725384,3
2017-10,9514464395463400412,1
2017-10,9519014093544271982,1
2017-10,9522503946262127787,1
2017-10,9524132213252495500,1
2017-10,9527387642999691805,2
2017-10,9532494594110090938,1
2017-10,9533832226170852050,1
2017-10,9544192783827367232,1
2017-10,9555655997694721976,2
2017-10,9562301716687606867,1
2017-10,9563876747574771509,1
2017-10,9566510192969742868,1
2017-10,9575834265203790938,1
2017-10,9577483270595169991,1
2017-10,9582473433753119757,1
2017-10,9590642418143418305,1
2017-10,9595354185001242875,1
2017-10,9611579669297201174,2
2017-10,9613904067726253461,1
2017-10,9618535681227793239,1
2017-10,9623486034035993750,1
2017-10,9628280058140980062,1
2017-10,9628888004485840777,2
2017-10,9631482383721271002,1
2017-10,9632440545471961239,1
2017-10,9634390747533538311,1
2017-10,9639212433424738733,1
2017-10,9644107416116459681,1
2017-10,9650688376921530518,1
2017-10,9651171782283098679,1
2017-10,9656522616230663981,1
2017-10,9659294026734278256,1
2017-10,9663392639031687698,1
2017-10,9664391197761384817,1
2017-10,9665096353170693177,1
2017-10,9667577658644269267,2
2017-10,9668940703338272987,1
2017-10,9669288025176585984,1
2017-10,9672987082094699729,1
2017-10,9676356534494900785,1
2017-10,9678576495871546121,1
2017-10,9680029747328228403,1
2017-10,9681527245633148694,1
2017-10,9681904193085820757,2
2017-10,9687040112136778922,2
2017-10,9689614875852406438,1
2017-10,9692769160596776628,2
2017-10,9699970286396466249,1
2017-10,9701513228214998500,1
2017-10,9703425820728572856,1
2017-10,9706874100232828141,1
2017-10,9711799807684907840,1
2017-10,9715573077955218101,1
2017-10,9720962034093432069,1
2017-10,9721392026886658971,1
2017-10,9723490272827363906,1
2017-10,9724830071592008636,1
2017-10,9725017923219351775,1
2017-10,9731567354295288437,1
2017-10,9731986876960045982,3
2017-10,9732918372941465150,2
2017-10,9733635916088963349,1
2017-10,9737640335185488211,5
2017-10,9740730983316372708,1
2017-10,9741321398927173148,1
2017-10,9743858640251979151,1
2017-10,9746538444652764146,1
2017-10,9761905214027519134,1
2017-10,9762428806985075297,1
2017-10,9766793299480587570,1
2017-10,9766992667433456533,1
2017-10,9768682484951602057,1
2017-10,9769864508741185713,1
2017-10,9776254060875956913,1
2017-10,9777683891405769542,1
2017-10,9781067627250906649,1
2017-10,9796804953074065501,2
2017-10,9800160545792824868,1
2017-10,9800817437132307731,1
2017-10,9805313803118335317,1
2017-10,9808342515804007758,1
2017-10,9810366787759601684,1
2017-10,9816336762804908708,1
2017-10,9817071968654371036,1
2017-10,9822372764955309854,1
2017-10,9824916794992846743,1
2017-10,9825726852933432901,1
2017-10,9829959159223570339,1
2017-10,9835110268394751006,1
2017-10,9836976773531312621,1
2017-10,9837105019924735833,1
2017-10,9838362521225865443,1
2017-10,9838478381059116585,1
2017-10,9839558847603765225,1
2017-10,9842860144140693764,1
2017-10,9844452180334648320,1
2017-10,9849308391524317925,1
2017-10,9851619900430840609,1
2017-10,9854401662114526154,1
2017-10,9856305781932773922,1
2017-10,9861636867831104411,2
2017-10,9870743707663403466,1
2017-10,9870937177887288951,2
2017-10,9871566247933671369,1
2017-10,9873903959553857545,1
2017-10,9880858705991676676,1
2017-10,9881305542413979277,1
2017-10,9883303907848494701,1
2017-10,9886803019895795277,1
2017-10,9889704718381230521,1
2017-10,9892645580754361675,1
2017-10,9900506648256364168,1
2017-10,9900669444953392101,2
2017-10,9901619066202847528,3
2017-10,9902247597597102416,1
2017-10,9905160955007603781,2
2017-10,9906383852369537815,1
2017-10,9911644853513996059,1
2017-10,9913252956841991410,1
2017-10,9920674456467427527,1
2017-10,9922467039423163966,1
2017-10,9931712561909912680,1
2017-10,9931714241825837118,1
2017-10,9938065901910936682,1
2017-10,9939999673678039213,1
2017-10,9943158411455285637,1
2017-10,9945443907191605705,1
2017-10,9947582691805981531,1
2017-10,9949730060386648841,1
2017-10,9952410608049761025,4
2017-10,9956377595908217667,1
2017-10,9976014803394540222,1
2017-10,9980578335757386420,2
2017-10,9993103946793909356,1
2017-10,9994917937786431731,1
2017-10,9996290482527605584,1
2017-10,10002243978166172255,2
2017-10,10003858247064282365,1
2017-10,10005299895892194284,2
2017-10,10006027371336798977,1
2017-10,10017506500961902945,1
2017-10,10024349857519266514,2
2017-10,10024671788306144263,1
2017-10,10029068528085152222,5
2017-10,10029537929653412640,1
2017-10,10041022869630535588,1
2017-10,10045094669115409768,1
2017-10,10046054064362720461,1
2017-10,10052947155443739751,1
2017-10,10063131502932180214,1
2017-10,10063434363559481989,1
2017-10,10064165597426784358,2
2017-10,10067036185630340897,1
2017-10,10076108931468800115,10
2017-10,10082023465896265802,1
2017-10,10082495365971099037,3
2017-10,10084800130731576345,1
2017-10,10085174623190863223,1
2017-10,10091676418443479953,1
2017-10,10096082937111502144,1
2017-10,10098899618544084444,1
2017-10,10104280770376667373,1
2017-10,10104281345773558470,1
2017-10,10116135452198588850,25
2017-10,10116513485013585788,1
2017-10,10118161345837930951,1
2017-10,10119164962128934583,1
2017-10,10120376390056084516,1
2017-10,10124797051853410913,1
2017-10,10127908365307481903,1
2017-10,10127960437955751053,1
2017-10,10134471495895745964,3
2017-10,10140669389302872354,1
2017-10,10142410659897624420,1
2017-10,10143468146821696538,1
2017-10,10143720267802536674,1
2017-10,10144754873077008509,1
2017-10,10146328251182813686,1
2017-10,10148480116000082761,1
2017-10,10158208976411787924,1
2017-10,10160240482580917305,1
2017-10,10163401868665823921,1
2017-10,10167903908649414460,2
2017-10,10170465443120372854,1
2017-10,10171338793093774353,1
2017-10,10172463474608450762,1
2017-10,10174993359816209907,1
2017-10,10177476542619417677,1
2017-10,10178274149459738491,1
2017-10,10179668281781755075,1
2017-10,10182207862398273938,1
2017-10,10186307326424153284,1
2017-10,10189520794339821777,1
2017-10,10190726549630180004,1
2017-10,10192064050678293220,1
2017-10,10194832073055742056,1
2017-10,10197980711702267647,1
2017-10,10207360930880551646,2
2017-10,10211393452109865655,1
2017-10,10211747842957543482,1
2017-10,10216778731155151630,1
2017-10,10218691237106786259,1
2017-10,10221574399048479024,1
2017-10,10223298465558802060,1
2017-10,10223429315751444479,1
2017-10,10223445581710571648,1
2017-10,10232253175786930615,1
2017-10,10239226680209057208,1
2017-10,10246903932085021612,2
2017-10,10248593269496047260,1
2017-10,10250735581863141480,1
2017-10,10254496313698363569,1
2017-10,10264718108925822846,1
2017-10,10266383323288136749,1
2017-10,10276044713930060290,1
2017-10,10281544464484824961,1
2017-10,10292150352462419804,2
2017-10,10293992429266808373,1
2017-10,10297140125606827272,1
2017-10,10300108771130827875,1
2017-10,10305093043968675998,1
2017-10,10308780116592386384,1
2017-10,10314633748605609260,1
2017-10,10318960434802360466,1
2017-10,10327091257286134892,1
2017-10,10331222814707251238,1
2017-10,10332563800340805264,1
2017-10,10332888709313159498,1
2017-10,10333986988646219485,1
2017-10,10340575594881118913,1
2017-10,10341023847562975517,1
2017-10,10345760032739024052,1
2017-10,10351741032120219001,1
2017-10,10362304525439705078,1
2017-10,10366815572364417292,1
2017-10,10372493528907857947,2
2017-10,10383265936198784991,1
2017-10,10385402324882068108,1
2017-10,10387153021296785187,1
2017-10,10391800341578658463,1
2017-10,10392706828602531050,1
2017-10,10399141731106471898,1
2017-10,10399730562072630031,1
2017-10,10403757795594912884,1
2017-10,10404918453137873749,1
2017-10,10407068989086279961,1
2017-10,10409523220183978433,1
2017-10,10412507016410428996,1
2017-10,10420267391446100342,1
2017-10,10422837784176671911,2
2017-10,10423525255949000289,1
2017-10,10426123629402917438,1
2017-10,10430008028521897725,1
2017-10,10432290001609413917,1
2017-10,10438080621181132314,1
2017-10,10440538188211310745,1
2017-10,10447251900067565360,1
2017-10,10448636927721240360,1
2017-10,10450182935074889960,2
2017-10,10457849264006089009,1
2017-10,10460376878355286680,1
2017-10,10467097607958923521,1
2017-10,10470366234952280546,1
2017-10,10470777544121520149,1
2017-10,10473279175514929021,2
2017-10,10475292998328452204,1
2017-10,10475520819914726833,2
2017-10,10476699748854305399,1
2017-10,10477064507372034652,1
2017-10,10478678201603445261,1
2017-10,10482871038713370238,1
2017-10,10488638267237696178,2
2017-10,10491568332495590784,1
2017-10,10496984691892773379,1
2017-10,10498736561025427746,1
2017-10,10499926766086831605,1
2017-10,10508844239912399002,1
2017-10,10510810160554961305,2
2017-10,10514662082185234664,1
2017-10,10519676916632811066,4
2017-10,10527941006988282554,1
2017-10,10533741876208055882,1
2017-10,10535087096158955790,1
2017-10,10537066764751702170,3
2017-10,10538126562705998456,1
2017-10,10553405194652479545,1
2017-10,10560249088300681558,1
2017-10,10567111023784719436,2
2017-10,10567464897001216131,2
2017-10,10581513336785347471,1
2017-10,10585525557837275196,1
2017-10,10593725475854695001,1
2017-10,10602378834614296674,1
2017-10,10611624675857093662,1
2017-10,10612638855035012914,1
2017-10,10619460192036045675,2
2017-10,10625934187996504909,1
2017-10,10626213701494512608,2
2017-10,10628904324903441179,1
2017-10,10645487932030387861,1
2017-10,10647292442146947061,1
2017-10,10650716168396886812,1
2017-10,10658654374248395710,1
2017-10,10665334739632460503,1
2017-10,10676282568813079325,1
2017-10,10679257389621405998,1
2017-10,10680501695982714703,1
2017-10,10684765950233241832,1
2017-10,10686394363350127218,1
2017-10,10696382288626554091,1
2017-10,10702734710766207173,1
2017-10,10703502549174157503,1
2017-10,10706227230225087954,1
2017-10,10707677878161032513,1
2017-10,10710082994016514731,1
2017-10,10712398874598981688,1
2017-10,10712645866853202148,1
2017-10,10722731824709837140,1
2017-10,10727073446000316815,1
2017-10,10729138012162273681,2
2017-10,10736857509293922826,1
2017-10,10745328138191960259,1
2017-10,10746570227253919080,1
2017-10,10750783039437298012,1
2017-10,10751636219252425775,1
2017-10,10763414584764023619,1
2017-10,10766215294176740138,2
2017-10,10766396663409155583,1
2017-10,10767446880201452129,1
2017-10,10768872081799722327,1
2017-10,10769800454518550812,2
2017-10,10773692750227657106,1
2017-10,10783833389767250031,1
2017-10,10787065142637321565,2
2017-10,10789978414179620994,2
2017-10,10798967911378921617,1
2017-10,10801987053386879049,1
2017-10,10809452987164202894,2
2017-10,10811614704723661570,1
2017-10,10815181005118763869,1
2017-10,10818049486500069290,1
2017-10,10821379694126173490,1
2017-10,10827564254902435658,1
2017-10,10832817283341460324,2
2017-10,10835600096826445627,2
2017-10,10837340547074057589,2
2017-10,10838158874255429051,1
2017-10,10845194094957879408,1
2017-10,10847979368745978611,1
2017-10,10855917106564555751,1
2017-10,10857217872173497467,1
2017-10,10863561986688928201,1
2017-10,10872909482713554598,1
2017-10,10877043570839382079,1
2017-10,10877189166941031639,1
