buy_ts,uid,n_pedidos
2017-06,828243530010401159,1
2017-06,839247554496007310,1
2017-06,855282423321900296,1
2017-06,856039490562895421,2
2017-06,857455901270544544,1
2017-06,874945341986980613,2
2017-06,893793883452304050,1
2017-06,898947171520893840,1
2017-06,902681871705445311,1
2017-06,909054023500249024,1
2017-06,963808395516185750,1
2017-06,967132176386830400,1
2017-06,971463777484207957,1
2017-06,983262340855194918,1
2017-06,988605006041693239,1
2017-06,1033532462431445169,1
2017-06,1047289320860555377,1
2017-06,1048328095417877964,1
2017-06,1062511553351225552,1
2017-06,1067964438983478954,1
2017-06,1069041816772830090,2
2017-06,1073848592757643874,2
2017-06,1074355127080856382,1
2017-06,1089529348505653111,1
2017-06,1111586637051865445,1
2017-06,1119066889480682935,1
2017-06,1129983959984499887,1
2017-06,1131726527791382155,1
2017-06,1146735535024396025,1
2017-06,1149397813397901423,1
2017-06,1150701989604715843,1
2017-06,1154878217386366972,3
2017-06,1156535913818986422,1
2017-06,1180707537223277456,1
2017-06,1186685127129229501,1
2017-06,1186757012633220834,1
2017-06,1194883881102575924,1
2017-06,1205995794513484609,1
2017-06,1208225580812273216,2
2017-06,1210481103526146221,5
2017-06,1211959038268965883,1
2017-06,1224884597264838219,1
2017-06,1227685962668116318,1
2017-06,1243031607085908316,1
2017-06,1253968308386180367,1
2017-06,1265567170476473193,1
2017-06,1278852197046796507,1
2017-06,1288550930381156501,1
2017-06,1292867924428534308,1
2017-06,1306739390297736782,1
2017-06,1315120608424234234,1
2017-06,1324142665669095055,1
2017-06,1326869375799909036,1
2017-06,1337504548334755762,1
2017-06,1345987159969538593,1
2017-06,1350786150409842529,1
2017-06,1351361558057820554,1
2017-06,1361006733895842757,1
2017-06,1366270781802425164,1
2017-06,1375793001668293066,1
2017-06,1376258041691916522,1
2017-06,1377911953732257166,1
2017-06,1383347780959667228,1
2017-06,1384176974814072272,1
2017-06,1386685375059009148,1
2017-06,1387825002068355656,1
2017-06,1389884115428195884,1
2017-06,1398082091138600027,1
2017-06,1441598199676069752,1
2017-06,1445776368244927621,1
2017-06,1448747731515840830,1
2017-06,1449400279635587273,1
2017-06,1453775621306244201,1
2017-06,1455528155254770680,1
2017-06,1456458155356572513,2
2017-06,1465776235099884817,1
2017-06,1470399796726768883,1
2017-06,1475955065024107511,1
2017-06,1527620853464535236,1
2017-06,1533252759374915035,1
2017-06,1549744895847473877,2
2017-06,1567654203457872879,1
2017-06,1571747662300610851,1
2017-06,1580750561247791012,1
2017-06,1584341175441658829,1
2017-06,1594072938659802391,1
2017-06,1599823367783561845,1
2017-06,1602086268661977198,1
2017-06,1610711893495062651,1
2017-06,1614471496950673230,1
2017-06,1624090811280903139,2
2017-06,1631869127153900835,1
2017-06,1655912394414451714,1
2017-06,1663710757601165788,1
2017-06,1668850008065892343,1
2017-06,1670885727719918667,2
2017-06,1671777405352425261,1
2017-06,1673353139470095318,1
2017-06,1682309489501190840,1
2017-06,1683512614605928492,1
2017-06,1715684457423056567,1
2017-06,1722001479108386584,1
2017-06,1725461983571535779,2
2017-06,1746058530263249625,1
2017-06,1751133088499295855,1
2017-06,1775692941121811416,1
2017-06,1779542565156391101,2
2017-06,1780861241532497217,1
2017-06,1787587416633323836,1
2017-06,1791419572794651329,1
2017-06,1795569474313708491,1
2017-06,1795769935575283901,1
2017-06,1802745935573208189,1
2017-06,1806474230649785714,1
2017-06,1815335724879369897,1
2017-06,1839313259958200949,1
2017-06,1842070574122491572,1
2017-06,1846817718900361561,2
2017-06,1885177505990994480,1
2017-06,1892696574775729219,1
2017-06,1906172326262950477,1
2017-06,1909064268344477413,1
2017-06,1914665285290020568,1
2017-06,1924612782327296192,1
2017-06,1933300777150242612,1
2017-06,1947304246752835047,1
2017-06,1949153468498014589,1
2017-06,1969049076023585532,1
2017-06,1983257980775684539,1
2017-06,2020285766621564800,1
2017-06,2029318898450863907,1
2017-06,2033698583589554636,1
2017-06,2050423809815667474,3
2017-06,2055134068146572132,1
2017-06,2061289301148331883,1
2017-06,2075531201023333282,1
2017-06,2090173783295998840,1
2017-06,2092255904976208256,1
2017-06,2096666323031437831,1
2017-06,2112654616153568784,1
2017-06,2123151799753784106,1
2017-06,2130095608435511911,1
2017-06,2139147779311957060,1
2017-06,2146708860333158568,3
2017-06,2153658348329953576,1
2017-06,2156471000111178404,1
2017-06,2160901815300590700,1
2017-06,2172599931956699193,1
2017-06,2177797038188116114,1
2017-06,2178777819236932851,1
2017-06,2187687441286291730,2
2017-06,2198189691943758197,1
2017-06,2200675202057710261,1
2017-06,2213052120468430846,1
2017-06,2232469251401337162,1
2017-06,2253308896623275069,1
2017-06,2255335765648682096,1
2017-06,2266148757561034462,3
2017-06,2270935623845583664,1
2017-06,2280408028383449399,1
2017-06,2320590811868302726,1
2017-06,2321263037160821257,1
2017-06,2324659397610343872,1
2017-06,2326281458906418817,2
2017-06,2335141714027011898,1
2017-06,2336553659908833323,1
2017-06,2339290020396488103,3
2017-06,2345953611305985704,1
2017-06,2346387420966949874,1
2017-06,2346766255015303328,1
2017-06,2359540376198725496,1
2017-06,2369645070944538824,1
2017-06,2374313720248290308,1
2017-06,2401101979266890874,1
2017-06,2443352342674763535,1
2017-06,2471644198115115633,1
2017-06,2479828657920587949,1
2017-06,2488656382467361677,2
2017-06,2517997088409476203,1
2017-06,2527180362956106830,1
2017-06,2536920004028884980,1
2017-06,2539416694948257072,1
2017-06,2540927752457294344,1
2017-06,2545549556353316151,3
2017-06,2552771798014300635,1
2017-06,2556143870654309504,2
2017-06,2560426398205874844,1
2017-06,2585011331124275623,1
2017-06,2600173102640629893,1
2017-06,2602867225121355927,1
2017-06,2602999843147696147,1
2017-06,2626386268189107789,1
2017-06,2631573905256377188,1
2017-06,2642174726207954633,1
2017-06,2646921615057657930,1
2017-06,2647464068008589921,1
2017-06,2661239022506838708,1
2017-06,2702577000827041546,1
2017-06,2703260992701166950,1
2017-06,2724166777585803991,1
2017-06,2728891483736284506,1
2017-06,2733984455932953469,1
2017-06,2748119419216311224,1
2017-06,2753745782759896991,1
2017-06,2758455486826339820,1
2017-06,2768683007162224064,1
2017-06,2778272042811358167,1
2017-06,2785677489392998095,1
2017-06,2791428098752514543,1
2017-06,2792910345119238674,1
2017-06,2802737153194158012,1
2017-06,2802806506908037623,1
2017-06,2805428377993042363,1
2017-06,2807404817192475642,1
2017-06,2810698662626749694,1
2017-06,2810945695042643148,1
2017-06,2815328969686241781,1
2017-06,2819674538236319326,1
2017-06,2831914632982260506,1
2017-06,2833698425459969012,1
2017-06,2835153846061720348,2
2017-06,2836222346075850585,1
2017-06,2839019251486031879,1
2017-06,2853011406996859059,1
2017-06,2853601020046211031,1
2017-06,2855010431550073622,1
2017-06,2855339604098019725,1
2017-06,2856019622542535167,1
2017-06,2860873782105650189,1
2017-06,2861596112310033194,1
2017-06,2863257640931391288,1
2017-06,2867516148164021086,1
2017-06,2900988201200172562,2
2017-06,2901683897068750480,1
2017-06,2905836854531878784,1
2017-06,2931519028436777681,1
2017-06,2939005198572199402,1
2017-06,2951493435924312062,1
2017-06,2957678044564230933,2
2017-06,2963803957233394857,1
2017-06,2966971318236542666,1
2017-06,2969507548991258267,1
2017-06,2969736830872467206,1
2017-06,2999920152469564122,1
2017-06,3000258121438762586,1
2017-06,3006637934682960191,1
2017-06,3022968243370765761,1
2017-06,3029611066671566540,1
2017-06,3031607387225096317,1
2017-06,3043769736014724118,1
2017-06,3048494838039424340,1
2017-06,3072586963177163065,1
2017-06,3073490074773744976,1
2017-06,3073745967949090802,1
2017-06,3076884661339524363,1
2017-06,3083089409553519652,1
2017-06,3092042544616660972,2
2017-06,3093732195915667638,1
2017-06,3095808350946400265,1
2017-06,3095828646832891707,1
2017-06,3100695194258289395,2
2017-06,3103663085188222579,1
2017-06,3138077888954665232,1
2017-06,3142526466134825917,1
2017-06,3142954449337137759,1
2017-06,3146568862597774354,2
2017-06,3163049722392248239,1
2017-06,3164333572540440114,1
2017-06,3169322699292291768,1
2017-06,3206745693272439487,1
2017-06,3211627736227655903,1
2017-06,3216390103674921373,1
2017-06,3218564135470853669,1
2017-06,3225365142226185948,1
2017-06,3234457578663007849,1
2017-06,3235055927686253463,1
2017-06,3237743137109566637,1
2017-06,3245368390751750644,1
2017-06,3249925284692398148,1
2017-06,3251001461555102922,1
2017-06,3258666320347870687,1
2017-06,3259979725877487024,1
2017-06,3263486045884611639,7
2017-06,3265237292733023642,1
2017-06,3279400468042745553,1
2017-06,3294033427079712062,1
2017-06,3295672230029957604,1
2017-06,3304776647522269813,1
2017-06,3312700294775664399,1
2017-06,3316858033424586642,1
2017-06,3335728246478916564,1
2017-06,3350212363338545294,1
2017-06,3371728065579234502,1
2017-06,3380070259237069020,2
2017-06,3385485159567769860,1
2017-06,3392403594669192596,2
2017-06,3406050604343138211,1
2017-06,3411616934168509867,1
2017-06,3428242510628229741,1
2017-06,3455903576513562206,1
2017-06,3457896915085332930,1
2017-06,3463795961993210933,2
2017-06,3493056878207813726,1
2017-06,3501042630023977189,2
2017-06,3501276683043020014,1
2017-06,3502557309208766843,1
2017-06,3514203641333435716,1
2017-06,3514370509744861765,1
2017-06,3518194335189807090,2
2017-06,3520273333047097992,1
2017-06,3520858494550896193,3
2017-06,3526500097137358767,1
2017-06,3538965679408455868,2
2017-06,3543256669179388167,1
2017-06,3550281672258953761,2
2017-06,3556020396267172380,1
2017-06,3558774155495380966,1
2017-06,3560991751165958748,4
2017-06,3573803962158955838,1
2017-06,3574708633232326896,1
2017-06,3577449367987547907,3
2017-06,3584536906126721529,1
2017-06,3598217788714804412,1
2017-06,3607415274608859738,2
2017-06,3610744420155872383,1
2017-06,3617633216196932735,1
2017-06,3621788520712541685,2
2017-06,3623615814202816801,1
2017-06,3626253973306229357,1
2017-06,3644482766749211722,13
2017-06,3652661701149912634,1
2017-06,3667413395553085425,1
2017-06,3670121234552698610,1
2017-06,3706363184142281337,1
2017-06,3714417604153881876,1
2017-06,3721743224136200057,2
2017-06,3731467883235910857,1
2017-06,3731812948128606649,1
2017-06,3738863118490040629,3
2017-06,3755607085219326433,1
2017-06,3759325968488477994,1
2017-06,3771137434508135608,1
2017-06,3771922969070596883,1
2017-06,3777026272203354929,1
2017-06,3789923567680120489,1
2017-06,3790083182111217994,1
2017-06,3803310602784278920,1
2017-06,3812249877455991316,1
2017-06,3828243073327474654,1
2017-06,3844954322321986626,1
2017-06,3848652801771181979,1
2017-06,3857044073803420356,1
2017-06,3882306722858418767,1
2017-06,3884054403580147821,1
2017-06,3885010188189107846,1
2017-06,3889421261488176019,1
2017-06,3900971723216963741,1
2017-06,3908340594832610918,1
2017-06,3935364129245130802,1
2017-06,3940803835795440649,1
2017-06,3949031875296733845,1
2017-06,3963367130094376110,4
2017-06,3965263196922097006,1
2017-06,3980208329720612553,1
2017-06,3988855211496483048,1
2017-06,3994676605128339554,1
2017-06,3996670790293923385,3
2017-06,4007382968967230716,1
2017-06,4018832996076232033,3
2017-06,4019421008521026232,1
2017-06,4028575093421042565,1
2017-06,4033292016061217354,1
2017-06,4055647612887801415,1
2017-06,4063580973962197240,1
2017-06,4083545142041234081,1
2017-06,4091712200624365756,1
2017-06,4095872706176825185,1
2017-06,4100305175665044556,1
2017-06,4103663892265258373,1
2017-06,4113816642672846556,1
2017-06,4115298168499237633,1
2017-06,4123308685164431468,1
2017-06,4131104788604220324,2
2017-06,4133634741338690946,1
2017-06,4134001196049688757,2
2017-06,4134304582416519570,1
2017-06,4134784971539361818,3
2017-06,4135740927256814801,1
2017-06,4140390593169098788,1
2017-06,4145303333480367911,1
2017-06,4149418055865539886,1
2017-06,4185822158174091734,1
2017-06,4186700512667219155,1
2017-06,4191269906035778622,1
2017-06,4205715661798401718,1
2017-06,4240989758764106175,1
2017-06,4246046866354477236,1
2017-06,4248980791902928895,1
2017-06,4257647536465784045,1
2017-06,4260290350791471541,1
2017-06,4260576632888698143,2
2017-06,4265862573685291976,2
2017-06,4266168113231370739,1
2017-06,4275279435538996862,1
2017-06,4279182697749219374,1
2017-06,4287790179592968231,1
2017-06,4324331849822953070,1
2017-06,4327363515149557152,1
2017-06,4338675510856329773,1
2017-06,4338722032411870033,1
2017-06,4339595576372408163,1
2017-06,4341304564981578650,1
2017-06,4341315891008130213,1
2017-06,4350391515465802088,1
2017-06,4363551268224959981,1
2017-06,4395421213516870053,1
2017-06,4399469715442523988,1
2017-06,4406113272403950964,1
2017-06,4409266971612110231,1
2017-06,4421565536243702769,1
2017-06,4426935675343824044,1
2017-06,4428482928085636621,2
2017-06,4434537415961322105,2
2017-06,4452085785712832130,1
2017-06,4458657713260625541,1
2017-06,4462188226588521871,1
2017-06,4489566717785496751,1
2017-06,4499070505380157254,1
2017-06,4505551014426813355,1
2017-06,4527034280813267655,1
2017-06,4530511064008512478,3
2017-06,4540361758718217233,1
2017-06,4544546915718679788,1
2017-06,4565583339293257556,1
2017-06,4571240235554574908,1
2017-06,4572651651738651576,1
2017-06,4603920509184962653,1
2017-06,4613337933854816230,1
2017-06,4613429664938462066,1
2017-06,4627890001757671730,1
2017-06,4632529544145695127,1
2017-06,4644100802589957010,1
2017-06,4646106758538972113,1
2017-06,4657707368657479872,2
2017-06,4665226764026551588,1
2017-06,4680364178986901302,2
2017-06,4681428328150060516,1
2017-06,4697550366338456480,1
2017-06,4700207786170426905,1
2017-06,4711105114291881589,1
2017-06,4733347193025989351,1
2017-06,4767810959663609598,1
2017-06,4772845882676448098,1
2017-06,4784264271860059377,1
2017-06,4784496777630857280,2
2017-06,4786731233978467887,1
2017-06,4790081817424882114,2
2017-06,4790311189491353039,1
2017-06,4815333079695457162,1
2017-06,4816461543380166416,1
2017-06,4822198717484888759,1
2017-06,4829471432425082932,1
2017-06,4830109334345449237,1
2017-06,4834062110618134876,1
2017-06,4844704892450777853,1
2017-06,4848576016029470300,1
2017-06,4879970498808176561,1
2017-06,4883104446794001436,1
2017-06,4888793388999560170,1
2017-06,4890535540506226920,1
2017-06,4893086983197653675,1
2017-06,4894291705919474459,1
2017-06,4899721912549460321,1
2017-06,4910867589702830959,2
2017-06,4915008043786368994,1
2017-06,4933084572263644292,1
2017-06,4942655761496321416,1
2017-06,4946914213210641514,1
2017-06,4952565058227654509,1
2017-06,4970696726785267771,1
2017-06,4971234915012259922,1
2017-06,4982199561680838831,1
2017-06,4987881670272414720,1
2017-06,4989871819839869689,1
2017-06,4998623003724016525,2
2017-06,4998786163453563401,1
2017-06,5016319518396114856,1
2017-06,5024620890672621762,1
2017-06,5026077366936632437,1
2017-06,5028300855346999264,1
2017-06,5033199826177285718,1
2017-06,5039444241430501185,1
2017-06,5045497601610634756,1
2017-06,5046863338319566265,1
2017-06,5048322000026127086,1
2017-06,5053572743159570523,1
2017-06,5059265819729158179,1
2017-06,5068704056812378003,1
2017-06,5071873958229171012,2
2017-06,5072832020973025630,1
2017-06,5082251482495623980,2
2017-06,5106475882096226197,1
2017-06,5131320313155933676,1
2017-06,5135913795294596818,1
2017-06,5139193344416306296,1
2017-06,5139615590553126732,3
2017-06,5144143379628450527,1
2017-06,5151785575989559422,1
2017-06,5152607903133432975,1
2017-06,5188139355302017811,1
2017-06,5193535628208365394,1
2017-06,5203655616671165041,2
2017-06,5206077053928010775,1
2017-06,5216931584811746417,1
2017-06,5228169263697525536,1
2017-06,5231166356982373742,1
2017-06,5232407660350869571,1
2017-06,5237734809853000235,1
2017-06,5252369710024944808,1
2017-06,5268172447738539143,1
2017-06,5276732313966897701,1
2017-06,5282769547786014475,1
2017-06,5288404146709286666,1
2017-06,5290301964882543496,1
2017-06,5306978749893691049,2
2017-06,5309197059221074677,1
2017-06,5309580639734311364,1
2017-06,5321523846409773340,1
2017-06,5328839150331715347,1
2017-06,5330627156299857130,2
2017-06,5333372819453018712,1
2017-06,5366767404763557260,1
2017-06,5367488837982697455,1
2017-06,5380849148183942819,1
2017-06,5393972724164817668,1
2017-06,5403055547947599865,1
2017-06,5406370779103355508,1
2017-06,5407784605606132013,1
2017-06,5439940783307999993,1
2017-06,5450306610405059339,1
2017-06,5451677868939602915,1
2017-06,5469631501581780181,2
2017-06,5479835266577474186,2
2017-06,5487551347537690978,1
2017-06,5487929186443379894,1
2017-06,5497658726170875665,1
2017-06,5498015197929392001,1
2017-06,5537434734198859243,1
2017-06,5538673738267603183,1
2017-06,5540795086971845219,1
2017-06,5550010351688188479,1
2017-06,5564248910950633650,1
2017-06,5572451178740589261,1
2017-06,5583108353449938150,1
2017-06,5603453646174104178,1
2017-06,5613453788267774517,1
2017-06,5638641576912476269,1
2017-06,5644871730619803382,1
2017-06,5682385752961112925,1
2017-06,5692208982818435913,1
2017-06,5694751597675088091,1
2017-06,5699643038977932300,1
2017-06,5706715820430149595,2
2017-06,5709260097075038374,1
2017-06,5713714064956697095,1
2017-06,5733898612489459148,2
2017-06,5736065671843887452,1
2017-06,5736772871049546466,1
2017-06,5767315025985717562,1
2017-06,5783447530972947833,1
2017-06,5797417294488467521,3
2017-06,5800953964644204313,1
2017-06,5813296363668985571,2
2017-06,5821679777710799894,1
2017-06,5823223095653215913,1
2017-06,5849076094037742311,1
2017-06,5861700373691613251,1
2017-06,5865241124924127857,1
2017-06,5866727698999099612,1
2017-06,5869902301405214411,1
2017-06,5870485713718408130,1
2017-06,5882593573199423162,1
2017-06,5888912878839164983,1
2017-06,5895917414499199782,1
2017-06,5914289820807299232,1
2017-06,5926467823920698795,1
2017-06,5935638792717162849,1
2017-06,5935881564136182668,1
2017-06,5940911700561537774,1
2017-06,5945118535867119360,1
2017-06,5946350350109914346,1
2017-06,5953923769844304355,1
2017-06,5959160486709777198,1
2017-06,5964959972731199121,1
2017-06,5990313035009738312,1
2017-06,5993601610537057616,1
2017-06,5998522874615218465,1
2017-06,6010359713068772665,1
2017-06,6011365448819588889,1
2017-06,6014942334457946615,1
2017-06,6019354254900087824,1
2017-06,6033247098903663384,2
2017-06,6054286770248028985,2
2017-06,6061227543425911662,1
2017-06,6062757441245044157,1
2017-06,6067534788741669941,1
2017-06,6076827997925352799,1
2017-06,6080084535746462092,1
2017-06,6087798832701074595,1
2017-06,6088114191995640973,1
2017-06,6096794030887763464,1
2017-06,6099251889533055824,1
2017-06,6119261123525466164,1
2017-06,6134043018516949561,2
2017-06,6136369747403653650,1
2017-06,6149541521383000071,1
2017-06,6167355608566883767,1
2017-06,6178012728320528391,1
2017-06,6189562343681705092,1
2017-06,6199058907222018632,1
2017-06,6208307905139573136,1
2017-06,6208856995722929799,1
2017-06,6220501758267493791,1
2017-06,6223165564350916964,2
2017-06,6231469318668144882,1
2017-06,6232318005785759878,2
2017-06,6268987037334934184,2
2017-06,6270475952166699823,1
2017-06,6286337056912737821,2
2017-06,6297186267882564094,1
2017-06,6301209585651266756,1
2017-06,6302320710736390087,1
2017-06,6302561984713582690,1
2017-06,6306951123524176120,1
2017-06,6334950218141994858,1
2017-06,6347316508440761753,1
2017-06,6367434203423739600,1
2017-06,6393461840270190104,1
2017-06,6395439280015439216,1
2017-06,6406401691053164771,1
2017-06,6409010981317955393,1
2017-06,6437468020418872826,1
2017-06,6442962369037581505,1
2017-06,6443880161436607353,1
2017-06,6452317594310794486,2
2017-06,6456715418144442169,1
2017-06,6464457230348112220,1
2017-06,6468719266928923826,1
2017-06,6478009881290298677,1
2017-06,6478901648545493344,1
2017-06,6481195116107172636,1
2017-06,6484421480317496641,1
2017-06,6506206902370201587,1
2017-06,6511762252908227169,1
2017-06,6543749393378766243,1
2017-06,6544611003828479303,1
2017-06,6551651033766742004,1
2017-06,6555702697504179127,1
2017-06,6568292322049511971,1
2017-06,6570223052548815130,1
2017-06,6574324888894057070,1
2017-06,6577192376669608644,1
2017-06,6579702212955583234,1
2017-06,6579993173084588818,1
2017-06,6584442677098898482,1
2017-06,6589073368531343352,1
2017-06,6594465659963201893,1
2017-06,6599656347111031979,1
2017-06,6608756304186767237,1
2017-06,6611341970351572123,1
2017-06,6618057591223792288,1
2017-06,6663002918925750032,1
2017-06,6675771101535611319,1
2017-06,6677724508025025846,1
2017-06,6691262210886678356,1
2017-06,6694986996884652153,1
2017-06,6715969711918887179,1
2017-06,6721322406730294964,1
2017-06,6728897550258085732,1
2017-06,6730779394252036420,1
2017-06,6737967660884857493,1
2017-06,6749200142647927813,1
2017-06,6750429893052893053,1
2017-06,6756213638760300165,2
2017-06,6758580063488806229,1
2017-06,6761427899780310668,1
2017-06,6777699719634663788,1
2017-06,6800861930298943689,1
2017-06,6856892955040707360,1
2017-06,6882441324649028692,2
2017-06,6898843876076137166,1
2017-06,6907801059158240325,1
2017-06,6912677520372149520,1
2017-06,6916465741978025978,1
2017-06,6922546515473686712,1
2017-06,6925353920158492020,1
2017-06,6926133280784767772,1
2017-06,6930826188299344857,1
2017-06,6973966006628927328,1
2017-06,6987005875237209668,1
2017-06,6995787809831776829,1
2017-06,6995874608529282271,1
2017-06,6999002025264542497,1
2017-06,7004442070485735167,1
2017-06,7006938163591586673,1
2017-06,7010967197580770790,1
2017-06,7011806519192731387,1
2017-06,7015195534682884019,1
2017-06,7027590839123314683,1
2017-06,7037066229248304548,2
2017-06,7038648534774696705,1
2017-06,7045625183245641603,1
2017-06,7047729463297261319,1
2017-06,7048776907419043556,1
2017-06,7053742414100388968,1
2017-06,7076803325110959533,1
2017-06,7092399543009212056,4
2017-06,7111003829622587490,1
2017-06,7120980622646877173,1
2017-06,7131526259323138055,1
2017-06,7156297259451980910,1
2017-06,7159753698018804353,1
2017-06,7161516173674142289,1
2017-06,7162705463585487096,1
2017-06,7167912313589736646,1
2017-06,7170460771782003196,1
2017-06,7171511937528899002,1
2017-06,7181110136258500128,1
2017-06,7181622921618474794,2
2017-06,7189518422901022358,1
2017-06,7191796734467978867,2
2017-06,7193755130656399074,1
2017-06,7199511447334038725,1
2017-06,7204371909139266679,1
2017-06,7213209211135502359,1
2017-06,7215735585055155493,1
2017-06,7222047337331926235,1
2017-06,7230722353930337942,1
2017-06,7231535527131092581,1
2017-06,7233675705277812183,1
2017-06,7237745753275509449,1
2017-06,7240402649479569943,1
2017-06,7250114253584459949,1
2017-06,7276191921754918015,1
2017-06,7279302322807385827,1
2017-06,7279724923880868367,1
2017-06,7310267713586809885,1
2017-06,7320692119589446624,1
2017-06,7321024525753251183,1
2017-06,7340950629080665399,1
2017-06,7348113654611791988,1
2017-06,7356304147766527731,1
2017-06,7358976485213746170,2
2017-06,7360576353589739877,1
2017-06,7362714695255833791,1
2017-06,7401741236815903643,1
2017-06,7405207784917390071,1
2017-06,7423732129456637298,1
2017-06,7428436081548914224,1
2017-06,7430250146087236412,1
2017-06,7442626620881189995,2
2017-06,7456125710321425733,1
2017-06,7472927279777685953,1
2017-06,7483229198059142896,1
2017-06,7498720533423974732,1
2017-06,7508525456600641710,1
2017-06,7509322162754903737,1
2017-06,7525332979625191060,1
2017-06,7529028034905245142,1
2017-06,7533405816523680430,1
2017-06,7541260740401723650,1
2017-06,7545058450217469582,1
2017-06,7547351921796622531,1
2017-06,7560439989483810915,1
2017-06,7571643882422897680,1
2017-06,7582242134530867398,1
2017-06,7592374878674886903,2
2017-06,7615477658444495609,1
2017-06,7620881881886909068,1
2017-06,7632222406492597066,1
2017-06,7633783955278406659,1
2017-06,7640324812274956506,1
2017-06,7640440508369335739,1
2017-06,7667450525740350557,1
2017-06,7671324831150536984,1
2017-06,7701857559527616742,1
2017-06,7731886306070770094,1
2017-06,7742181108076403676,1
2017-06,7744815045174293094,2
2017-06,7756659539106036601,2
2017-06,7763546107133509474,1
2017-06,7777291434830901237,1
2017-06,7780581227097465241,1
2017-06,7784369279854430084,1
2017-06,7791644673505929168,2
2017-06,7800422022449271909,1
2017-06,7804157585927345005,1
2017-06,7822815820543508668,1
2017-06,7824202342768388517,1
2017-06,7831084608126112997,1
2017-06,7847430889119039145,1
2017-06,7858408616968807849,1
2017-06,7865724275724250944,1
2017-06,7895629028162202470,1
2017-06,7899114225888885507,1
2017-06,7903283753103461937,1
2017-06,7903293191123871803,1
2017-06,7905960270825569602,1
2017-06,7907731520997001261,1
2017-06,7910762918321120698,1
2017-06,7924931612559972968,1
2017-06,7935837950289781226,1
2017-06,7939977454700153907,1
2017-06,7952628961064912992,1
2017-06,7953679920830634772,1
2017-06,7969245358585471112,1
2017-06,7970704435446504747,2
2017-06,8000103993834334988,1
2017-06,8004369619056689757,1
2017-06,8029768409767261814,1
2017-06,8040175152097812665,1
2017-06,8045822472757255061,1
2017-06,8045922358387059419,2
2017-06,8054264558542034649,1
2017-06,8056418121947262981,4
2017-06,8064627632896765419,1
2017-06,8066859568946146989,1
2017-06,8070268193090032634,1
2017-06,8080173634967775202,1
2017-06,8082332895862782349,1
2017-06,8085885878885667734,1
2017-06,8089922696794277318,1
2017-06,8090659298627509646,1
2017-06,8106548870438003585,1
2017-06,8121958998121554709,2
2017-06,8139022135298460750,4
2017-06,8144458411177187238,1
2017-06,8149010632001900075,1
2017-06,8161211647269516783,1
2017-06,8167681558948990638,1
2017-06,8174047281155074785,1
2017-06,8196729030337758834,1
2017-06,8207211716442596815,1
2017-06,8216372777058725338,1
2017-06,8231404308290568643,1
2017-06,8232787027101305581,1
2017-06,8242878345643003111,1
2017-06,8248346289747715956,1
2017-06,8253412216988468351,1
2017-06,8274449135827789184,1
2017-06,8277279839277675811,1
2017-06,8305459371551882967,2
2017-06,8312683982770406255,1
2017-06,8315022393694880876,1
2017-06,8332129534761771590,1
